0	5.70595e-06	0	0
.100	5.70571e-06	0	0
.200	5.70499e-06	0	0
.300	5.70378e-06	0	0
.400	5.7021e-06	0	0
.500	5.69993e-06	0	0
.600	5.69728e-06	0	0
.700	5.69415e-06	0	0
.800	1.75955e-05	0.00104123	0.000104123
.900	1.833e-05	0	0.000104123
1.000	1.85542e-05	0	0.000104123
1.100	1.78359e-05	0	0.000104123
1.200	1.82327e-05	0	0.000104123
1.300	1.82021e-05	0	0.000104123
1.400	1.82124e-05	0	0.000104123
1.500	1.82823e-05	0	0.000104123
1.600	1.75821e-05	0	0.000104123
1.700	1.79022e-05	0	0.000104123
1.800	1.80489e-05	0	0.000104123
1.900	1.76746e-05	0	0.000104123
2.000	1.77507e-05	0	0.000104123
2.100	1.79823e-05	0	0.000104123
2.200	1.75952e-05	0	0.000104123
2.300	1.74473e-05	0	0.000104123
2.400	1.76276e-05	0	0.000104123
2.500	1.75786e-05	0	0.000104123
2.600	3.73135e-05	0.00104123	0.000208247
2.700	3.00109e-05	0	0.000208247
2.800	2.9633e-05	0	0.000208247
2.900	2.96464e-05	0	0.000208247
3.000	3.17561e-05	0	0.000208247
3.100	3.93935e-05	0.00104123	0.00031237
3.200	3.99873e-05	0	0.00031237
3.300	4.16176e-05	0.00104123	0.000416493
3.400	4.29502e-05	0	0.000416493
3.500	3.89669e-05	0	0.000416493
3.600	3.88906e-05	0	0.000416493
3.700	4.9822e-05	0.00104123	0.000520616
3.800	6.80222e-05	0.00104123	0.00062474
3.900	5.06771e-05	0	0.00062474
4.000	6.78887e-05	0	0.00062474
4.100	6.52115e-05	0	0.00062474
4.200	6.48463e-05	0	0.00062474
4.300	6.43811e-05	0	0.00062474
4.400	6.45556e-05	0	0.00062474
4.500	6.87748e-05	0.00104123	0.000728863
4.600	7.07417e-05	0	0.000728863
4.700	6.726e-05	0	0.000728863
4.800	6.87683e-05	0	0.000728863
4.900	6.74517e-05	0	0.000728863
5.000	7.0808e-05	0	0.000728863
5.100	7.09612e-05	0	0.000728863
5.200	6.82817e-05	0	0.000728863
5.300	6.90505e-05	0	0.000728863
5.400	6.96905e-05	0	0.000728863
5.500	6.72704e-05	0	0.000728863
5.600	7.04928e-05	0.00104123	0.000832986
5.700	6.93068e-05	0	0.000832986
5.800	7.26479e-05	0	0.000832986
5.900	8.20188e-05	0.00104123	0.00093711
6.000	8.52853e-05	0	0.00093711
6.100	7.63306e-05	0	0.00093711
6.200	7.94713e-05	0.00104123	0.00104123
6.300	8.24307e-05	0	0.00104123
6.400	6.92916e-05	0	0.00104123
6.500	7.71092e-05	0	0.00104123
6.600	7.67855e-05	0.00104123	0.00114536
6.700	7.33112e-05	0	0.00114536
6.800	6.83335e-05	0	0.00114536
6.900	6.78208e-05	0.00104123	0.00124948
7.000	6.94965e-05	0	0.00124948
7.100	6.06964e-05	0	0.00124948
7.200	7.62441e-05	0.00104123	0.0013536
7.300	7.31054e-05	0	0.0013536
7.400	7.72677e-05	0.00104123	0.00145773
7.500	7.70283e-05	0	0.00145773
7.600	7.65172e-05	0.00104123	0.00156185
7.700	8.16536e-05	0.00104123	0.00166597
7.800	8.29202e-05	0	0.00166597
7.900	8.29478e-05	0.00208247	0.00187422
8.000	8.42654e-05	0.00104123	0.00197834
8.100	9.51913e-05	0.00208247	0.00218659
8.200	0.000106385	0.00208247	0.00239484
8.300	0.000110894	0.00104123	0.00249896
8.400	0.000123413	0.00104123	0.00260308
8.500	0.00011268	0	0.00260308
8.600	0.00011714	0.00104123	0.00270721
8.700	0.000116868	0.00104123	0.00281133
8.800	0.000118143	0	0.00281133
8.900	0.000122303	0.00104123	0.00291545
9.000	0.000139651	0.00208247	0.0031237
9.100	0.000175809	0.0031237	0.00343607
9.200	0.000201475	0.00208247	0.00364431
9.300	0.000196406	0.00104123	0.00374844
9.400	0.000200993	0.00104123	0.00385256
